date_date,customer_id,order_id,products_id,net_sales,qty
2023-07-17,1569543,4617251,79612,8.3965,5
2023-07-17,1569543,4617251,86321,36.2927,4
2023-07-17,1569543,4617251,86329,13.8527,1
2023-07-17,1569543,4617251,84359,6.5927,1
2023-07-17,1245363,4617287,87673,12.1334,1
2023-07-17,1245363,4617287,24061,13.1033,1
2023-07-17,1245363,4617287,13348,4.7394,3
2023-07-17,1245363,4617287,86804,9.1662,3
2023-07-17,1245363,4617287,17620,8.455,1
2023-07-17,1245363,4617287,90321,34.7534,1
2023-07-17,1245363,4617287,88189,1.463,1
2023-07-17,1220583,4617398,86054,8.0593,1
2023-07-17,1220583,4617398,70443,4.2393,1
2023-07-17,1220583,4617398,89468,5.2568,1
2023-07-17,1220583,4617398,2209,3.7324,1
2023-07-17,1220583,4617398,43944,40.3304,3
2023-07-17,1220583,4617398,20053,3.6593,1
2023-07-17,384483,4615357,75057,6.274,2
2023-07-17,384483,4615357,74453,4.5422,1
2023-07-17,384483,4615357,48624,23.9226,3
2023-07-17,384483,4615357,77484,12.3576,1
2023-07-17,384483,4615357,47393,3.2606,1
2023-07-17,384483,4615357,17752,5.8182,3
2023-07-17,384483,4615357,81884,49.2892,2
2023-07-17,384483,4615357,48403,2.8006,1
2023-07-17,384483,4615357,83602,11.4502,1
2023-07-17,384483,4615357,1402,5.88,1
2023-07-17,384483,4615357,87160,4.1706,2
2023-07-17,384483,4615357,69287,5.9222,2
2023-07-17,384483,4615357,81472,4.0948,2
2023-07-17,384483,4615357,29127,12.54,5
2023-07-17,384483,4615357,46773,1.964,1
2022-11-04,1185843,3915811,92602,4.1334,1
2022-11-04,1185843,3915811,49112,2.2425,1
2022-11-04,1185843,3915811,72086,8.9666,2
2022-11-04,1185843,3915811,92662,7.0532,2
2022-11-04,1185843,3915811,29628,2.3333,1
2022-11-04,1185843,3915811,29640,1.9917,1
2022-11-04,1185843,3915811,79611,1.425,1
2022-11-04,1185843,3915811,92591,10.5068,2
2022-11-04,1185843,3915811,86072,4.0667,1
2022-11-04,1185843,3915811,86060,4.075,1
2022-11-04,1185843,3915811,82997,3.564,1
2022-11-04,1185843,3915811,8888,3.885,2
2022-11-04,1185843,3915811,21820,8.325,1
2022-11-04,1185843,3915811,92601,6.12,1
2022-11-04,1185843,3915811,92710,5.16,2
2022-11-04,1444053,3914837,10856,58.8334,2
2022-11-04,1272693,3916383,76567,109.8844,4
2022-11-04,1239183,3915510,46231,55.1467,4
2022-11-04,1144893,3915769,26474,39.825,1
2022-11-04,1144893,3915769,47739,8.325,1
2022-11-04,1144893,3915769,27848,14.25,2
2022-11-04,1144893,3915769,46771,31.0334,4
2022-11-04,1144893,3915769,79927,7.9167,1
2023-07-18,218073,4617527,43945,68.5604,6
2023-07-18,218073,4617527,99800,5.5995,1
2023-07-18,218073,4617527,79263,6.3597,3
2023-07-18,218073,4617527,92045,2.3752,1
2023-07-18,1447083,4618882,49112,22,10
2023-07-18,1447083,4618882,27534,3.51,1
2023-07-18,1447083,4618882,102990,3.75,1
2023-07-18,1447083,4618882,9557,7.5873,1
2023-07-18,1447083,4618882,94612,7.9933,1
2023-07-18,1447083,4618882,46957,6.1428,3
2023-07-18,1447083,4618882,83102,3.6667,1
2023-07-18,1447083,4618882,18291,5.3878,1
2023-07-18,1447083,4618882,99476,5.4167,1
2023-07-18,1447083,4618882,29646,5.8333,1
2023-07-18,1447083,4618882,9552,24.3516,4
2023-07-18,1447083,4618882,20259,7.5833,1
2023-07-18,1455903,4618377,92938,13.6665,3
2023-07-18,1455903,4618377,100827,34.7328,3
2023-07-18,1455903,4618377,90937,14.127,1
2023-07-18,1455903,4618377,84203,11.9361,3
2023-07-18,1435473,4617871,9649,5.6148,2
2023-07-18,1435473,4617871,5081,4.5936,2
2023-07-18,1435473,4617871,46925,2.7443,1
2023-07-18,1435473,4617871,70413,3.5032,2
2023-07-18,1435473,4617871,4325,4.384,2
2023-07-18,1435473,4617871,79422,7.3821,3
2023-07-18,1435473,4617871,9664,1.6432,1
2023-07-18,1435473,4617871,99036,3.7702,2
2023-07-18,1435473,4617871,79420,5.3218,2
2023-07-18,1435473,4617871,79421,1.6599,1
2023-07-18,1435473,4617871,70419,8.172,3
2023-07-18,1435473,4617871,9650,8.2329,3
2023-07-18,1435473,4617871,4329,4.384,2
2023-07-18,1435473,4617871,9663,1.6349,1
2023-07-18,1435473,4617871,9660,7.3821,3
2023-07-18,1435473,4617871,14393,4.5936,2
2023-07-18,1435473,4617871,99095,1.5015,1
2023-07-18,1435473,4617871,9648,4.8378,2
2023-07-18,1435473,4617871,42008,2.6275,1
2023-07-18,1435473,4617871,84950,2.5136,1
2023-07-18,1435473,4617871,14399,6.576,3
2023-07-18,1435473,4617871,9652,5.1548,2
2023-07-18,1435473,4617871,79424,7.3821,3
2023-07-18,1435473,4617871,9656,7.3821,3
2023-07-18,1435473,4617871,9655,7.7322,3
2023-07-18,1435473,4617871,9657,7.0317,3
2023-07-18,1435473,4617871,4379,1.968,1
2023-07-18,1435473,4617871,9641,3.3198,2
2023-07-18,1435473,4617871,9651,5.4886,2
2023-07-18,1435473,4617871,70417,5.3218,2
2023-07-18,1435473,4617871,9671,1.8017,1
2023-07-18,1435473,4617871,41030,1.964,1
2023-07-18,1435473,4617871,70415,3.4198,2
2023-07-18,1435473,4617871,4327,4.224,2
2023-07-18,1435473,4617871,9646,6.6396,4
2023-07-18,1435473,4617871,99040,2.7192,1
2023-07-18,1435473,4617871,4321,4.5936,2
2023-07-18,1435473,4617871,4386,1.968,1
2023-07-18,1435473,4617871,9644,1.6599,1
2023-07-18,1435473,4617871,4247,4.3346,2
2023-07-18,1435473,4617871,89622,12.336,1
2023-07-18,1435473,4617871,68511,2.864,2
2023-07-18,1435473,4617871,4388,2.4904,1
2023-07-18,1435473,4617871,99039,2.7192,1
2023-07-18,1435473,4617871,79878,4.988,2
2023-07-18,1435473,4617871,70414,1.8267,1
2023-07-18,1435473,4617871,79419,3.5032,2
2023-07-18,1435473,4617871,70418,7.7574,3
2023-07-18,1269453,4618652,24195,3.8286,1
2023-07-18,1269453,4618652,76455,2.3284,1
2023-07-18,1269453,4618652,82454,2.86,1
2023-07-18,1269453,4618652,9703,8.7267,1
2023-07-18,1269453,4618652,70025,2.25,1
2023-07-18,1269453,4618652,69064,3.0579,3
2023-07-18,1269453,4618652,80714,5.7468,1
2023-07-18,1269453,4618652,82461,2.86,1
2023-07-18,1269453,4618652,82453,2.86,1
2023-07-18,1269453,4618652,29485,14.85,3
2023-07-18,1269453,4618652,82426,8.0228,2
2023-07-18,1269453,4618652,70589,7.9073,1
2022-11-05,477903,3917571,77235,33.27,10
2022-11-05,1328943,3918094,9635,2.0379,1
2022-11-05,1328943,3918094,46927,1.981,1
2022-11-05,1328943,3918094,4893,13.08,1
2022-11-05,1328943,3918094,79423,1.981,1
2022-11-05,1328943,3918094,27845,7.9167,1
2022-11-05,1328943,3918094,9671,1.8863,1
2022-11-05,1328943,3918094,46714,2.8341,1
2022-11-05,1328943,3918094,84961,1.8009,1
2022-11-05,1328943,3918094,84972,1.7062,1
2022-11-05,1328943,3918094,4236,1.5356,1
2022-11-05,1328943,3918094,4238,1.5356,1
2022-11-05,1328943,3918094,84974,1.8009,1
2022-11-05,1328943,3918094,84956,1.6967,1
2022-11-05,1328943,3918094,84954,1.6967,1
2022-11-05,1328943,3918094,11071,2.5118,1
2022-11-05,1328943,3918094,9644,1.8863,1
2022-11-05,1328943,3918094,75750,2.891,1
2022-11-05,1328943,3918094,47206,2.7796,1
2022-11-05,1328943,3918094,79419,1.8863,1
2022-11-05,1444863,3917853,86245,37.5,1
2022-11-05,410973,3919692,80809,5.124,2
2022-11-05,410973,3919692,5869,9.536,4
2022-11-05,410973,3919692,8745,26.9822,3
2022-11-05,410973,3919692,10674,17.7546,2
2022-11-05,1125543,3919498,86397,3.2446,1
2022-11-05,1125543,3919498,82464,5.925,1
2022-11-05,1125543,3919498,87790,2.625,1
2022-11-05,1125543,3919498,23318,10.7791,1
2022-11-05,1125543,3919498,94403,2.7867,1
2022-11-05,1125543,3919498,91133,4.1801,1
2022-11-05,1318413,3917785,29145,5.5546,2
2022-11-05,1318413,3917785,80380,3.981,1
2022-11-05,1318413,3917785,44731,10.451,1
2022-11-05,1318413,3917785,29127,3.0033,1
2022-11-05,1318413,3917785,48254,3.3175,1
2022-11-05,1318413,3917785,68867,2.7014,1
2022-11-05,1318413,3917785,76813,2.6066,1
2022-11-05,1318413,3917785,26276,9.546,3
2022-11-05,1318413,3917785,87160,4.7394,2
2022-11-05,1318413,3917785,17732,9.512,2
2022-11-05,1318413,3917785,14022,4.5308,2
2022-11-05,1318413,3917785,68866,2.4929,1
2022-11-05,1318413,3917785,48257,3.692,1
2022-11-05,1318413,3917785,82386,1.9621,1
2022-11-05,884403,3918817,76020,58.08,8
2022-11-05,848373,3917041,88698,63.3334,4
2023-07-19,1546173,4621314,85232,14.9834,2
2023-07-19,1546173,4621314,68600,6.5833,1
2023-07-19,1546173,4621314,75213,14.92,1
2023-07-19,1546173,4621314,72269,6.7348,1
2023-07-19,1546173,4621314,72268,7.0672,1
2023-07-19,1628823,4621174,92047,12.0853,1
2023-07-19,1628823,4621174,94674,24.9938,1
2023-07-19,1628823,4621174,41029,2.3602,1
2023-07-19,1628823,4621174,4243,2.891,1
2023-07-19,1628823,4621174,84950,2.6066,1
2023-07-19,1300023,4621535,83095,5.1099,1
2023-07-19,1300023,4621535,82361,4.6527,1
2023-07-19,1300023,4621535,44138,2.7078,1
2023-07-19,1300023,4621535,5700,3.5784,1
2023-07-19,1300023,4621535,85885,1.5895,1
2023-07-19,1300023,4621535,83002,1.4097,1
2023-07-19,1300023,4621535,72005,1.8333,1
2023-07-19,1300023,4621535,9676,2.926,1
2023-07-19,1300023,4621535,80238,4.6527,1
2023-07-19,1300023,4621535,81172,1.7516,1
2023-07-19,1300023,4621535,70274,4.8334,2
2023-07-19,1300023,4621535,9717,5.2941,1
2023-07-19,1300023,4621535,89158,4.5,1
2023-07-19,1300023,4621535,87876,0.8675,1
2023-07-19,1300023,4621535,72570,3.2114,1
2023-07-19,1300023,4621535,72271,5.2941,1
2023-07-19,1300023,4621535,96352,6.1885,1
2023-07-19,1300023,4621535,11803,5.7328,1
2023-07-19,1210233,4620788,86330,31.4834,2
2023-07-19,1210233,4620788,45592,9.0443,1
2023-07-19,1210233,4620788,9706,8.4333,1
2023-07-19,1210233,4620788,97336,7.2463,1
2023-07-19,1210233,4620788,103636,5.375,1
2023-07-19,1210233,4620788,46476,7.5209,1
2022-11-06,1247553,3921931,86337,19.9166,2
2022-11-06,1247553,3921931,46309,20.85,2
2022-11-06,1247553,3921931,9686,4.4167,1
2022-11-06,1446063,3923019,27845,6.9667,1
2022-11-06,1446063,3923019,27848,7.125,1
2022-11-06,1446063,3923019,93861,25.905,4
2022-11-06,1446063,3923019,75838,6.2844,1
2022-11-06,1446063,3923019,7862,7.3125,3
2022-11-06,1446063,3923019,19152,11.5866,2
2022-11-06,1239273,3920722,6197,76.9294,6
2022-11-06,1239273,3920722,9673,1.5431,1
2022-11-06,1239273,3920722,9675,1.5508,1
2022-11-06,1239273,3920722,9681,1.5508,1
2022-11-06,1239273,3920722,9671,1.6749,1
2022-11-06,1239273,3920722,9664,1.5276,1
2022-11-06,1239273,3920722,89774,5.5141,1
2022-11-06,1239273,3920722,5584,4.3345,1
2022-11-06,1344573,3921247,85146,6.4729,1
2022-11-06,1344573,3921247,86338,30.9106,4
2022-11-06,1344573,3921247,62502,6.9972,1
2022-11-06,1344573,3921247,77838,8.84,2
2022-11-06,1344573,3921247,80696,10.1934,1
2022-11-06,1344573,3921247,70460,1.799,2
2022-11-06,1344573,3921247,72507,7.0726,2
2022-11-06,1344573,3921247,70929,6.0341,1
2022-11-06,1344573,3921247,25612,7.9,1
2022-11-06,1344573,3921247,77015,34.6018,2
2022-11-06,1344573,3921247,13041,10.8514,1
2022-11-06,1344573,3921247,80802,2.7,2
2022-11-06,1344573,3921247,71548,11.8934,1
2022-11-06,1344573,3921247,29635,2.6541,1
2022-11-06,1344573,3921247,49975,10.35,6
2022-11-06,1344573,3921247,83952,7.425,1
2022-11-06,1344573,3921247,90398,9.1541,1
2022-11-06,1344573,3921247,84921,5.8275,1
2022-11-06,1344573,3921247,77820,38.275,2
2022-11-06,1344573,3921247,73274,6.6,1
2022-11-06,1344573,3921247,86320,15.8,4
2022-11-06,1344573,3921247,86085,10.3554,2
2022-11-06,1344573,3921247,2713,2.925,1
2022-11-06,1344573,3921247,70949,6.5099,1
2022-11-06,1344573,3921247,79612,3.435,2
2022-11-06,1344573,3921247,79779,3.7375,1
2022-11-06,1344573,3921247,84922,6.4125,1
2022-11-06,1344573,3921247,79561,2.66,1
2022-11-06,1344573,3921247,73559,4.5266,1
2022-11-06,1344573,3921247,90368,37.275,1
2022-11-06,1344573,3921247,73246,2.192,1
2022-11-06,1344573,3921247,86546,7.7066,1
2022-11-06,1344573,3921247,4561,4.3692,1
2022-11-06,1344573,3921247,18308,7.375,2
2022-11-06,1423773,3920758,85159,5.75,2
2022-11-06,1423773,3920758,81128,3.25,1
2022-11-06,1423773,3920758,93861,20.025,3
2022-11-06,1423773,3920758,84875,17.5355,1
2022-11-06,1194483,3923334,79425,5.308,2
2022-11-06,1194483,3923334,4905,4.9593,3
2022-11-06,1194483,3923334,44827,4.4358,3
2022-11-06,1194483,3923334,42990,1.964,2
2022-11-06,1194483,3923334,9652,2.636,1
2022-11-06,1194483,3923334,42995,1.964,2
2022-11-06,1194483,3923334,9673,3.3954,2
2022-11-06,1194483,3923334,9649,5.818,2
2022-11-06,1194483,3923334,78866,3.109,2
2022-11-06,1194483,3923334,73625,2.2673,1
2022-11-06,1194483,3923334,79429,1.8047,1
2022-11-06,1194483,3923334,70413,3.583,2
2022-11-06,1194483,3923334,44833,3.2606,2
2022-11-06,1194483,3923334,79427,1.7441,1
2022-11-06,1194483,3923334,46710,2.2673,1
2022-11-06,1194483,3923334,82928,2.0246,2
2022-11-06,1194483,3923334,17812,4.0948,2
2022-11-06,1194483,3923334,9651,5.9716,2
2022-11-06,1194483,3923334,79419,1.7915,1
2022-11-06,1194483,3923334,70143,2.2673,1
2022-11-06,1194483,3923334,70420,2.8152,1
2022-11-06,1194483,3923334,43124,2.1753,2
2022-11-06,1194483,3923334,41029,1.964,1
2022-11-06,1194483,3923334,85159,16.1,7
2022-11-06,1194483,3923334,46712,2.2673,1
2022-11-06,1194483,3923334,82927,2.017,2
2022-11-06,1194483,3923334,70426,4.0096,2
2022-11-06,1194483,3923334,46714,2.5507,1
2022-11-06,1194483,3923334,17067,3.2606,2
2022-11-06,1194483,3923334,70414,3.7364,2
2022-11-06,1194483,3923334,46688,2.2673,1
2022-11-06,1194483,3923334,79426,2.5024,1
2022-11-06,1194483,3923334,44834,3.1696,2
2022-11-06,1194483,3923334,70425,1.8341,1
2022-11-06,1194483,3923334,46024,2.8056,3
2022-11-06,1194483,3923334,41994,2.3886,1
2022-11-06,1194483,3923334,69755,2.0094,2
2022-11-06,1433553,3921052,45943,63.4692,3
2022-11-06,1433553,3921052,24174,2.146,1
2022-11-06,1433553,3921052,4429,3.5934,1
2022-11-06,1433553,3921052,42694,4.6294,1
2022-11-06,1433553,3921052,23606,2.4645,1
2022-11-06,1433553,3921052,43934,41.247,3
2022-11-06,1433553,3921052,96772,4.6208,1
2022-11-06,1433553,3921052,5469,2.7725,1
2022-11-06,1433553,3921052,94777,4.2666,1
2023-07-20,1428633,4622597,44598,4.154,2
2023-07-20,1428633,4622597,44600,3.8632,2
2023-07-20,1428633,4622597,80640,104.3033,6
2023-07-20,1428633,4622597,70575,1.7239,1
2023-07-20,1428633,4622597,14399,2.192,1
2023-07-20,1428633,4622597,4329,2.192,1
2023-07-20,1428633,4622597,46196,11.66,1
2023-07-20,1428633,4622597,2046,7.8666,2
2023-07-20,1428633,4622597,4267,2.264,1
2023-07-20,1324833,4622351,85641,33.1659,1
2023-07-20,1451553,4623197,4567,2.3833,1
2023-07-20,1451553,4623197,48269,15.143,1
2023-07-20,1451553,4623197,92691,10.5754,2
2023-07-20,1451553,4623197,99233,5.7127,1
2023-07-20,1451553,4623197,20073,4.375,2
2023-07-20,1451553,4623197,46955,9.1168,1
2023-07-20,1451553,4623197,88215,4.84,2
2023-07-20,1451553,4623197,71322,17.765,1
2023-07-20,1451553,4623197,28664,4.3854,2
2023-07-20,1451553,4623197,86580,13.3586,2
2023-07-20,1451553,4623197,13350,1.4593,1
2023-07-20,1433223,4623028,5906,4.7623,1
2023-07-20,1433223,4623028,86793,9.372,4
2023-07-20,1433223,4623028,12000,2.369,1
2023-07-20,1433223,4623028,12025,1.2762,1
2022-11-07,1238583,3924503,46428,4.1516,2
2022-11-07,1238583,3924503,85941,2.4645,1
2022-11-07,1238583,3924503,85558,2.2654,1
2022-11-07,1238583,3924503,83801,3.7251,1
2022-11-07,1238583,3924503,85952,3.0256,1
2022-11-07,1238583,3924503,85551,3.4976,1
2022-11-07,1238583,3924503,85577,4.4663,1
2022-11-07,1238583,3924503,85420,2.5498,1
2022-11-07,1238583,3924503,85642,2.8627,1
2022-11-07,1238583,3924503,86079,2.0853,1
2022-11-07,1238583,3924503,85559,2.3602,1
2022-11-07,1238583,3924503,85949,2.2977,1
2022-11-07,1238583,3924503,85585,2.2673,1
2022-11-07,1238583,3924503,85441,2.1706,1
2022-11-07,1238583,3924503,25754,3.5166,1
2022-11-07,1238583,3924503,85541,3.5262,1
2022-11-07,1238583,3924503,6480,3.1185,1
2022-11-07,1238583,3924503,85533,4.0285,1
2022-11-07,1238583,3924503,77441,3.2227,1
2022-11-07,1238583,3924503,85433,2.2654,1
2022-11-07,1238583,3924503,85414,2.455,1
2022-11-07,1344243,3924264,28661,36.1245,15
2022-11-07,1175373,3924803,80821,5.0416,2
2022-11-07,1175373,3924803,17620,9.5204,1
2022-11-07,1175373,3924803,78221,7.2866,1
2022-11-07,1175373,3924803,21523,2.4461,1
2022-11-07,1175373,3924803,44786,26.4,4
2022-11-07,1175373,3924803,92909,5.1185,1
2022-11-07,1175373,3924803,19188,11.2,1
2022-11-07,1175373,3924803,49112,2.2425,1
2022-11-07,1175373,3924803,78226,7.9666,1
2022-11-07,1175373,3924803,88472,30,4
2022-11-07,1175373,3924803,86091,5.5229,1
2022-11-07,1175373,3924803,86157,6.5155,1
2022-11-07,1046973,3924353,45479,2.825,1
2022-11-07,1046973,3924353,76027,3.2246,1
2022-11-07,1046973,3924353,77615,1.7156,1
2022-11-07,1446603,3925381,12086,9.3103,1
2023-07-21,417363,4624210,79963,10.2136,2
2023-07-21,417363,4624210,71710,4.0985,1
2023-07-21,417363,4624210,1634,1.6144,1
2023-07-21,417363,4624210,8697,9.8906,6
2023-07-21,417363,4624210,45574,3.315,3
2023-07-21,417363,4624210,48235,17.1275,1
2023-07-21,417363,4624210,20388,6.3396,1
2023-07-21,417363,4624210,7264,2.3708,1
2023-07-21,417363,4624210,48233,10.3417,1
2023-07-21,1376643,4624263,85310,36.75,2
2023-07-21,1376643,4624263,79501,11.0625,5
2023-07-21,1376643,4624263,42789,13.312,1
2023-07-21,152853,4625563,46161,2.8507,1
2023-07-21,152853,4625563,88789,4.18,1
2023-07-21,152853,4625563,88786,3.751,1
2023-07-21,152853,4625563,20035,2.1934,1
2023-07-21,152853,4625563,76388,16.4434,2
2023-07-21,152853,4625563,9479,2.3008,1
2023-07-21,152853,4625563,70510,10.4133,1
2023-07-21,152853,4625563,72707,3.7,1
2023-07-21,152853,4625563,70508,13.1267,1
2023-07-21,152853,4625563,79818,5.7933,1
2023-07-21,152853,4625563,5980,5.6468,1
2023-07-21,152853,4625563,76680,4.6666,1
2023-07-21,152853,4625563,88773,3.0333,1
2023-07-21,152853,4625563,79821,5.7933,1
2023-07-21,1427553,4625143,74187,17.7593,1
2023-07-21,1427553,4625143,68189,25.6443,1
2022-11-08,1237893,3928077,78482,7.3946,1
2022-11-08,1237893,3928077,47877,5.72,1
2022-11-08,1237893,3928077,10047,4.1067,1
2022-11-08,1237893,3928077,72266,5.214,1
2022-11-08,1237893,3928077,9706,7.1214,1
2022-11-08,1237893,3928077,87309,8.3245,1
2022-11-08,1237893,3928077,88495,22.513,2
2022-11-08,1237893,3928077,9722,4.3927,1
2022-11-08,1237893,3928077,87307,7.9241,1
2022-11-08,1291233,3926911,86766,3.5933,1
2022-11-08,1291233,3926911,83585,7.9933,1
2022-11-08,1291233,3926911,26651,66.4048,8
2022-11-08,1291233,3926911,45231,6.2333,1
2022-11-08,1291233,3926911,70367,5.8991,1
2022-11-08,1291233,3926911,76620,9.3422,1
2022-11-08,1291233,3926911,11462,3.5933,1
2022-11-08,1291233,3926911,78630,6.93,1
2022-11-08,1291233,3926911,79736,2.926,1
2022-11-08,1291233,3926911,96349,1.188,1
2022-11-08,1278843,3927712,22112,8.436,1
2022-11-08,1278843,3927712,96772,4.6208,1
2022-11-08,1278843,3927712,80631,3.3175,1
2022-11-08,1278843,3927712,6476,5.784,2
2022-11-08,1447083,3927235,46957,6.2823,3
2022-11-08,1447083,3927235,92613,5.0583,1
2022-11-08,1447083,3927235,76668,7,4
2022-11-08,1447083,3927235,80809,2.7417,1
2022-11-08,1447083,3927235,29645,5.75,1
2022-11-08,1447083,3927235,72843,4.4925,1
2022-11-08,1447083,3927235,46956,8.364,3
2022-11-08,1447083,3927235,15638,5.2417,1
2022-11-08,1447083,3927235,92022,20.7917,1
2022-11-08,1447083,3927235,9552,13.5286,2
2022-11-08,1447083,3927235,83102,4.1583,1
2022-11-08,1447083,3927235,49112,15.6975,7
2022-11-08,1447083,3927235,27534,4.375,1
2022-11-08,1447083,3927235,29646,5.4167,1
2022-11-08,1447083,3927235,70039,8.9775,3
2022-11-08,1447083,3927235,41628,4.4583,1
2022-11-08,1447083,3927235,84480,6.1875,1
2022-11-08,1447083,3927235,20053,14.97,4
2023-07-22,1426383,4627473,97537,30.7812,4
2023-07-22,1426383,4627473,97538,30.0888,4
2023-07-22,1426383,4627473,101168,12.6102,1
2023-07-22,1195233,4626222,88863,9.5475,3
2023-07-22,1195233,4626222,88849,3.327,1
2023-07-22,1195233,4626222,85980,5.9716,2
2023-07-22,1195233,4626222,85467,8.384,2
2023-07-22,1195233,4626222,85534,5.6777,1
2023-07-22,1195233,4626222,86092,3.782,1
2023-07-22,1195233,4626222,97059,2.7962,1
2023-07-22,1195233,4626222,101994,5.0521,1
2023-07-22,1195233,4626222,46082,15.6398,2
2023-07-22,1030023,4626045,79612,5.0379,3
2023-07-22,1030023,4626045,79419,1.7516,1
2023-07-22,1030023,4626045,70276,6.5813,1
2023-07-22,1030023,4626045,93914,4.2534,2
2023-07-22,1030023,4626045,47598,2.5933,1
2023-07-22,1030023,4626045,79807,5.9266,1
2023-07-22,1030023,4626045,12877,25.7015,1
2023-07-22,1030023,4626045,69226,4.0758,1
2023-07-22,1030023,4626045,101620,24.5312,4
2023-07-22,1030023,4626045,9675,1.6682,1
2023-07-22,1030023,4626045,101619,24.5312,4
2023-07-22,1030023,4626045,19341,2.7443,1
2023-07-22,1030023,4626045,76603,2.2781,1
2023-07-22,1030023,4626045,9673,1.6599,1
2023-07-22,1630143,4626304,80421,9.207,1
2023-07-22,1630143,4626304,79355,9.075,1
2023-07-22,1630293,4626820,76388,10.2771,1
2023-07-22,1612473,4626314,103670,6.6667,1
2023-07-22,1612473,4626314,76651,2,1
2023-07-22,1612473,4626314,89503,6.7646,1
2023-07-22,1612473,4626314,100440,5.8333,1
2023-07-22,1612473,4626314,92676,3.7424,1
2023-07-22,1630473,4627613,71376,13.7482,2
2023-07-22,1630083,4626084,98375,146.6593,1
2023-07-22,1251393,4625846,74385,11.7156,4
2023-07-22,1251393,4625846,68232,22.0208,4
2023-07-22,1251393,4625846,102017,7.1568,2
2023-07-22,1251393,4625846,80634,11.3554,2
2023-07-22,1381683,4626619,28590,16.6074,3
2023-07-22,1478673,4627909,82229,4.8547,4
2023-07-22,1478673,4627909,102504,19.0833,1
2023-07-22,1478673,4627909,26650,42.2417,4
2023-07-22,1478673,4627909,26651,44.9083,4
2023-07-22,1478673,4627909,92134,12.0798,1
2023-07-22,1478673,4627909,27189,24.0758,1
2023-07-22,1478673,4627909,85159,21.9999,9
2023-07-22,1478673,4627909,70386,16.2654,1
2023-07-22,1478673,4627909,66998,6.4167,1
2023-07-22,1478673,4627909,99248,2.8783,1
2023-07-22,1441833,4627701,79107,3.2633,1
2023-07-22,1441833,4627701,49972,5.104,3
2023-07-22,1441833,4627701,17911,5.3167,2
2023-07-22,1441833,4627701,44524,7.425,1
2023-07-22,1441833,4627701,23603,2.7533,1
2023-07-22,1441833,4627701,84681,2.207,1
2023-07-22,1441833,4627701,99709,8.7917,1
2023-07-22,1441833,4627701,11002,4.3125,1
2023-07-22,1441833,4627701,79103,2.8967,1
2023-07-22,1441833,4627701,84664,4.4424,1
2023-07-22,1441833,4627701,84393,2.6609,1
2023-07-22,1441833,4627701,17905,5.5734,2
2022-11-09,1345623,3931499,86338,19.9166,2
2022-11-09,1170063,3931255,86330,67.65,5
2022-11-09,1447983,3930851,81772,2.625,1
2022-11-09,1447983,3930851,70181,7.4882,2
2022-11-09,1447983,3930851,69459,6.0512,2
2022-11-09,1447983,3930851,69455,5.4142,2
2022-11-09,1447983,3930851,84134,4.6919,1
2022-11-09,1447983,3930851,84193,5.9906,1
2022-11-09,1447983,3930851,84189,7.9763,1
2022-11-09,1447983,3930851,84168,5.8578,2
2022-11-09,1447983,3930851,84188,8.9198,1
2022-11-09,1447983,3930851,75075,7.2038,2
2022-11-09,1447983,3930851,84181,7.1848,2
2022-11-09,1244073,3929850,3466,76.5213,3
2023-07-23,1204983,4630820,2791,4.2636,1
2023-07-23,1204983,4630820,81150,2.6647,1
2023-07-23,1204983,4630820,98712,1.5282,1
2023-07-23,1204983,4630820,29384,1.6516,2
2023-07-23,1204983,4630820,47213,4.8638,2
2023-07-23,1204983,4630820,5663,2.2021,1
2023-07-23,1204983,4630820,5647,2.419,2
2023-07-23,1204983,4630820,77863,1.2488,1
2023-07-23,1204983,4630820,83646,2.4319,1
2023-07-23,1204983,4630820,96976,2.654,1
2023-07-23,1204983,4630820,26093,1.565,1
2023-07-23,1204983,4630820,89862,2.7393,1
2023-07-23,1204983,4630820,7857,1.3266,1
2023-07-23,1204983,4630820,98710,1.5282,1
2023-07-23,1204983,4630820,80882,3.1848,2
2023-07-23,1204983,4630820,72826,3.7333,1
2023-07-23,1204983,4630820,23144,1.6929,1
2023-07-23,1204983,4630820,23145,1.6929,1
2023-07-23,1204983,4630820,23150,1.4003,1
2023-07-23,1204983,4630820,78858,2.8076,1
2023-07-23,1204983,4630820,24210,2.5441,1
2023-07-23,1204983,4630820,77620,1.1192,1
2023-07-23,1204983,4630820,5648,1.2095,1
2023-07-23,1204983,4630820,43336,6.3144,1
2023-07-23,1204983,4630820,10657,2.8511,1
2023-07-23,1204983,4630820,72820,4.0167,1
2023-07-23,358443,4630596,79485,10.6333,1
2023-07-23,358443,4630596,92205,13.7522,1
2023-07-23,358443,4630596,72818,1.8407,1
2023-07-23,358443,4630596,41981,2.8783,1
2023-07-23,358443,4630596,99037,1.8101,1
2023-07-23,358443,4630596,81235,6.1641,1
2023-07-23,358443,4630596,86330,99.3266,8
2023-07-23,358443,4630596,83544,6.9638,1
2023-07-23,358443,4630596,11727,9.207,1
2023-07-23,358443,4630596,101489,2.4607,1
2023-07-23,358443,4630596,86451,8.0593,1
2023-07-23,1368123,4630128,78229,8.3775,1
2023-07-23,1368123,4630128,12025,2.5524,2
2023-07-23,1368123,4630128,81937,12.3088,1
2023-07-23,1368123,4630128,28533,7.2568,1
