date_date,customers_id,orders_id,net_sales
2022-11-04,1185843,3915811,73.8482
2022-11-04,1444053,3914837,58.8334
2022-11-04,1239183,3915510,55.1467
2022-11-04,1272693,3916383,109.8844
2023-07-18,1269453,4618652,65.2985
2023-07-18,1435473,4617871,215.6634
2023-07-18,1455903,4618377,74.4624
2023-07-18,1447083,4618882,103.2228
2022-11-05,848373,3917041,63.3334
2022-11-05,1125543,3919498,29.5405
2022-11-05,1318413,3917785,68.0906
2022-11-05,477903,3917571,33.27
2022-11-05,884403,3918817,58.08
2022-11-05,410973,3919692,59.3968
2022-11-05,1328943,3918094,55.4446
2022-11-05,1444863,3917853,37.5
2023-07-19,1210233,4620788,69.1032
2023-07-19,1546173,4621314,50.2887
2023-07-19,1628823,4621174,44.9369
2023-07-19,1300023,4621535,66.1334
2022-11-06,1247553,3921931,45.1833
2022-11-06,1194483,3923334,122.5394
2022-11-06,1344573,3921247,341.8318
2022-11-06,1446063,3923019,65.1802
2022-11-06,1423773,3920758,46.5605
2022-11-06,1239273,3920722,94.6252
2022-11-06,1433553,3921052,129.2094
2023-07-20,1451553,4623197,89.1145
2023-07-20,1433223,4623028,17.7795
2023-07-20,1428633,4622597,140.219
2023-07-20,1324833,4622351,33.1659
2022-11-07,1446603,3925381,9.3103
2022-11-07,1046973,3924353,7.7652
2022-11-07,1238583,3924503,62.3226
2022-11-07,1344243,3924264,36.1245
2023-07-21,1427553,4625143,43.4036
2023-07-21,152853,4625563,83.8926
2023-07-21,1376643,4624263,61.1245
2022-11-08,1447083,3927235,143.4916
2022-11-08,1237893,3928077,72.711
2022-11-08,1278843,3927712,22.1583
2022-11-08,1291233,3926911,114.1033
2023-07-22,1630293,4626820,10.2771
2023-07-22,1251393,4625846,52.2486
2023-07-22,1478673,4627909,194.8039
2023-07-22,1030023,4626045,113.3343
2023-07-22,1630083,4626084,146.6593
2023-07-22,1426383,4627473,73.4802
2023-07-22,1630473,4627613,13.7482
2023-07-22,1441833,4627701,54.7469
2023-07-22,1381683,4626619,16.6074
2023-07-22,1630143,4626304,18.282
2023-07-22,1612473,4626314,25.007
2023-07-22,1195233,4626222,60.1779
2022-11-09,1244073,3929850,76.5213
2022-11-09,1447983,3930851,69.4036
2022-11-09,1345623,3931499,19.9166
2022-11-09,1170063,3931255,67.65
2023-07-23,1630743,4628882,53.5333
2023-07-23,1204983,4630820,65.6536
2023-07-23,1368123,4630128,50.7429
2023-07-23,358443,4630596,163.0961
2023-07-23,1505163,4629481,93.4596
2022-11-10,1174743,3932039,67.4372
2022-11-10,1162143,3931979,129.9778
2022-11-10,1236333,3932140,81.6552
2022-11-10,1448643,3933229,72.5123
2022-11-10,1127043,3932373,64.0311
2023-07-24,1478823,4633177,71.2666
2023-07-24,1624143,4632411,574.375
2023-07-24,1629573,4632684,199.6083
2023-07-24,1345623,4633107,71.126
2023-07-24,1592163,4632588,60.1098
2023-07-24,221733,4631817,88.2703
2023-07-24,1607913,4633482,99.7245
2022-11-11,257913,3934957,80.8979
2022-11-11,1167393,3934391,32.6579
2022-11-11,1448823,3933745,39.4417
2022-11-11,1165353,3934837,85.1386
2022-11-11,1184643,3935926,192.8574
2023-07-25,1184643,4636324,149.4685
2023-07-25,1632033,4634441,49.335
2023-07-25,1632333,4635761,62.2333
2022-11-12,1449633,3936376,63.275
2022-11-12,1238253,3936175,16.4076
2022-11-12,1450413,3939290,34.5029
2022-11-12,1159653,3938531,97.0322
2022-11-12,1358253,3939314,16.8083
2022-11-12,1128333,3939047,49.6833
2023-07-26,1404303,4638752,11.349
2023-07-26,1513473,4637647,95.3627
2023-07-26,1349433,4637953,77.4003
2023-07-26,1533183,4638263,45.7228
2023-07-26,1332093,4638923,37.422
2023-07-26,1262733,4636545,183.5677
2022-11-13,1450893,3941318,21.6399
2022-11-13,1450263,3940809,84.6388
2022-11-13,1450893,3941277,75.042
2022-11-13,1404093,3942550,75.5393
2022-11-13,1407333,3941062,120.1525
2022-11-13,1450683,3940360,16.6425
2022-11-13,1040313,3940758,139.0833
2022-11-13,1416303,3939403,42.537
2022-11-13,1321473,3942422,9.384
2022-11-13,1450503,3939677,96.6791
2022-11-13,1450953,3941345,33.5209
2022-11-13,1450713,3940449,20.825
2022-11-13,1151013,3939918,141.2141
2023-07-27,1179843,4640346,30.7853
2023-07-27,1631193,4640838,143.9825
2022-11-14,231843,3943505,55.7078
2022-11-14,1312893,3942875,86.3066
2022-11-14,1238283,3943609,17.4167
2022-11-14,1451553,3943849,43.6764
2022-11-14,1451793,3944656,20.6666
2022-11-14,1438953,3945210,41.1334
2023-07-28,1578423,4642619,87.4668
2023-07-28,1344573,4643030,99.042
2022-11-15,1452273,3946479,41.3336
2022-11-15,1039983,3946319,18.8091
2022-11-15,221733,3945668,516.2565
2022-11-15,1452153,3946039,31.1666
2022-11-15,1287393,3947535,74.679
2022-11-15,217743,3947239,141.9655
2022-11-15,186663,3946564,90.0663
2022-11-15,1452693,3947827,51.225
2022-11-15,1063383,3946210,48.3767
2022-11-15,91623,3945611,38.9832
2022-11-15,474633,3947384,70.8438
2022-11-15,1452093,3945831,10.35
2022-11-15,1452573,3947444,36.52
2023-07-29,1089273,4643620,47.3205
2023-07-29,228423,4644082,12.4167
2023-07-29,1223523,4645657,132.1654
2023-07-29,1634223,4643629,22.8528
2023-07-29,1528353,4643407,175.5208
2023-07-29,120693,4645653,18.9479
2023-07-29,1440333,4643338,68.1517
2023-07-29,1496013,4643539,87.2364
2023-07-29,1604373,4645078,57.3162
2022-11-16,1183563,3950306,67.1943
2022-11-16,231213,3948223,152.8229
2022-11-16,1452873,3948614,119.25
2023-07-30,1533513,4648256,89.9096
2023-07-30,228423,4647365,181.7397
2023-07-30,1635123,4647633,7.92
2023-07-30,1041153,4645929,59.2523
2023-07-30,1382673,4648243,235.8061
2023-07-30,1455873,4647438,70.52
2023-07-30,1387113,4648550,305.3477
2023-07-30,423153,4646151,100.9951
2023-07-30,1149063,4647479,105.7982
2023-07-30,1407573,4648215,41.6843
2023-07-30,1627473,4647257,70.8372
2023-07-30,1635153,4647731,29.902
2023-07-30,1351803,4645940,42.5922
2023-07-30,1635003,4647114,56.8443
2023-07-30,1634943,4646799,44.1239
2022-11-17,1453833,3952126,22.9388
2022-11-17,1261383,3952300,118.0665
2022-11-17,1410633,3952067,59.6977
2022-11-17,1454043,3952748,23.3042
2022-11-17,1146963,3952537,37.9639
2022-11-17,1262733,3952194,246.717
2022-11-17,1262733,3952235,201.7577
2023-07-31,1606743,4649497,35.1467
2023-07-31,948573,4649114,53.359
2023-07-31,1587693,4650529,38.7745
2023-07-31,1435293,4650737,145.4235
2023-07-31,309093,4650286,73.1055
2023-07-31,1635453,4649194,12.8798
2022-11-18,1454583,3954287,35.6171
2022-11-18,1454223,3953321,39.2
2022-11-18,1454373,3953728,12.66
2022-11-18,1454433,3953879,20.8267
2022-11-18,1454403,3953965,60.8088
2023-08-01,1636413,4653204,39.152
2023-08-01,1077273,4654270,72.0415
2023-08-01,1528503,4653103,74.4842
2023-08-01,1376643,4653721,18.6698
2022-11-19,1455873,3958306,66.583
2022-11-19,278733,3955423,75.4546
2022-11-19,1082913,3958017,123.3585
2022-11-19,1455903,3958449,53.5763
2022-11-19,367683,3957860,36.4139
2023-08-02,1637013,4655614,43.436
2023-08-02,1542183,4654904,132.5118
2023-08-02,1284513,4655071,65.4408
2023-08-02,1168623,4654569,92.186
2023-08-02,184683,4656097,82.3158
2023-08-02,228423,4654460,72.545
2023-08-02,1588233,4655230,97.1375
2022-11-20,1350873,3959397,92.2253
2022-11-20,1323693,3961190,86.1469
2023-08-03,1637823,4658853,61.8351
2023-08-03,1043823,4658404,63.8659
2023-08-03,1617633,4658672,29.3705
2023-08-03,1372173,4658791,57.8463
2023-08-03,1637853,4658932,34.1658
2023-08-03,1637583,4657968,138.146
2022-11-21,1457763,3965487,80.7912
2022-11-21,1262643,3964390,38.5518
2022-11-21,1283523,3962801,41.3038
2023-08-04,1595253,4660697,50.213
2023-08-04,1237893,4659459,78.9296
2023-08-04,1010553,4659983,67.9229
2023-08-04,367683,4660029,52.9392
2023-08-04,1638123,4659800,20.4245
2023-08-04,143763,4660330,80.7208
2022-11-22,384483,3966133,176.5718
2022-11-22,1292643,3966227,50.5065
2022-11-22,1418553,3967386,16.916
2022-11-22,1151013,3966565,71.7855
2022-11-22,1458453,3968180,83.3334
2023-08-05,1594203,4662481,147.5287
2023-08-05,1638903,4662675,29.2008
2023-08-05,1637823,4662671,68.649
2023-08-05,996933,4663172,216.9571
2023-08-05,1440663,4661860,66.5414
2023-08-05,1638933,4662772,60.9674
2022-11-23,1110273,3971647,74.6555
2022-11-23,1209243,3971240,13.9732
2022-11-23,1458753,3972117,12.4917
2022-11-23,1458843,3969634,11.85
2022-11-23,1174743,3969187,36.4347
2022-11-23,1134153,3971005,66.1379
2022-11-23,1304433,3970313,128.4183
2023-08-06,1639173,4663900,55.4338
2023-08-06,265773,4666470,87.1518
2023-08-06,1127043,4665927,60.4611
2023-08-06,1282833,4664357,68.0925
2023-08-06,1639203,4664502,67.4925
2022-11-24,360483,3975519,75.3484
2022-11-24,1159653,3976088,71.8362
2022-11-24,1460193,3974574,41.9866
2022-11-24,1460463,3975356,32.6
2022-11-24,1459893,3973597,84.8584
2022-11-24,1460013,3974029,208.4167
2022-11-24,1460073,3974237,74.5584
2022-11-24,344343,3974266,64.9239
2022-11-24,360483,3975252,68.6091
2022-11-24,1459533,3972302,71.9334
2022-11-24,1434813,3973663,203.8168
2022-11-24,1460673,3976191,63.7429
2022-11-24,1334643,3972835,59.6816
2022-11-24,1460043,3974127,63.298
2022-11-24,217743,3974130,118.2195
2023-08-07,1405893,4666766,80.6608
2023-08-07,473733,4668917,16.65
2023-08-07,1081023,4668987,34.2499
2023-08-07,1480083,4666807,36.8223
2023-08-07,231213,4668559,144.5763
2023-08-07,1046973,4666805,64.5005
2023-08-07,231213,4668550,136.1531
2023-08-07,1567323,4668733,56.2729
2023-08-07,426423,4667231,108.608
2022-11-25,1461063,3977576,111.825
2022-11-25,1460913,3976866,70.5015
2022-11-25,1214823,3977822,65.1018
2022-11-25,1461543,3978652,97.828
2023-08-08,161793,4669921,77.6872
2023-08-08,1640553,4669740,106.214
2023-08-08,1640733,4670445,20.0001
2022-11-26,1462173,3980657,16.6878
2022-11-26,1458573,3982827,17.135
2022-11-26,1462053,3980258,64.0875
2022-11-26,371613,3982090,97.9398
2022-11-26,1462593,3982111,325.8875
2022-11-26,63723,3983152,344.25
2022-11-26,1452513,3981137,322.5001
2022-11-26,267663,3980370,51.4336
2022-11-26,1244343,3983558,66.0006
2022-11-26,1462473,3981645,16.7629
2022-11-26,1461903,3979804,102.1601
2023-08-09,1299153,4672050,94.0576
2023-08-09,1641183,4671988,89.411
2023-08-09,1626093,4671769,93.6892
2023-08-09,1641513,4673132,30.2195
2022-11-27,1426383,3985849,76.0563
2022-11-27,68943,3984125,58.3884
2022-11-27,327903,3983659,12.1365
2022-11-27,1224573,3987087,26.7286
2022-11-27,1338723,3985614,57.8189
2022-11-27,1463253,3984636,9.8499
2022-11-27,1267803,3985853,74.756
2022-11-27,1463703,3986301,41.9375
2022-11-27,1418703,3986530,71.0182
2022-11-27,444303,3983994,127.9055
2023-08-10,1641753,4674057,10.4
2023-08-10,1641843,4675843,11.9166
2023-08-10,228423,4675123,85.9376
2023-08-10,184683,4675314,31.2848
2023-08-10,257913,4675400,314.5555
2022-11-28,1272693,3990319,86.8436
2022-11-28,257913,3990593,101.3636
2022-11-28,1333323,3989424,88.5
2022-11-28,1151013,3988227,32.167
2022-11-28,862653,3990329,28.35
2022-11-28,1464993,3990641,48.4193
2022-11-28,1410513,3989266,64.7627
2023-08-11,1232733,4677239,82.3167
2023-08-11,1618173,4676595,133.8948
2022-11-29,1387113,3993406,357.1911
2022-11-29,1407333,3991213,100.6741
2022-11-29,1131483,3991176,38.06
2022-11-29,1465833,3993080,32.9972
2022-11-29,1247553,3991617,42.4899
2022-11-29,234783,3993595,105.6231
2022-11-29,1290003,3992489,21.48
2022-11-29,199323,3994044,49.5001
2023-08-12,1643073,4678426,6.256
2023-08-12,1643133,4678687,11.4952
2023-08-12,430593,4678565,105.6667
2022-11-30,1292223,3995292,47.724
2022-11-30,1209063,3995349,131.2237
2022-11-30,1466943,3996624,3.0028
2022-11-30,1466373,3994933,22
2022-11-30,1466163,3994616,11.5833
2022-11-30,1466463,3995170,56.445
2022-11-30,1466613,3996789,92.2423
2022-11-30,1466853,3996411,28.2225
2022-11-30,1466523,3995450,44.8425
2022-11-30,1467123,3997190,69.6075
2023-08-13,437733,4682303,77.2661
2023-08-13,1544043,4681648,66.8125
2023-08-13,1643583,4680565,46.3659
2022-12-01,1467363,3997952,59.7135
2022-12-01,1467843,3999329,19.3212
2022-12-01,1428633,3999863,241.0729
2022-12-01,1121103,3998352,98.5841
2023-08-14,1644243,4683078,40.0128
2023-08-14,257913,4683671,91.5921
2023-08-14,1544253,4682660,88.5986
2023-08-14,1644393,4683637,9.6493
2023-08-14,1163223,4684549,86.626
2023-08-14,234033,4684055,64.5056
2023-08-14,1644363,4683510,19.5336
2022-12-02,1291233,4002439,70.338
2022-12-02,1345623,4000346,77.2766
2022-12-02,1351803,4002538,81.2314
2022-12-02,1367313,4001558,99.3431
2022-12-02,146283,4000725,95.5836
2023-08-15,1644843,4685329,52.2654
2023-08-15,1179483,4685987,87.4134
2023-08-15,1645173,4686480,15.675
2023-08-15,1645023,4685952,9.2327
2022-12-03,1452273,4003954,66.1849
2022-12-03,1184643,4006067,140.1898
2022-12-03,1469883,4005323,38.1792
2022-12-03,1470033,4005802,48.75
2022-12-03,246153,4004867,62.1538
2022-12-03,1469763,4004997,36.675
2022-12-03,948573,4006028,78.3416
2022-12-03,1469943,4005516,46.1779
2023-08-16,1413543,4686937,58.527
2023-08-16,1612353,4688002,62.777
2023-08-16,474633,4686611,196.3156
2023-08-16,1645323,4686964,8.1989
2023-08-16,1505073,4687238,52.2018
2023-08-16,1173993,4686606,112.0381
2023-08-16,1626093,4687653,12.4167
2023-08-16,1645383,4687160,21.3671
2023-08-16,1626093,4687705,84.67
2022-12-04,1470573,4008038,93.3967
2022-12-04,1372173,4007285,155.6825
2022-12-04,1442403,4009684,77.226
2022-12-04,491733,4007006,77.152
2022-12-04,996933,4010106,100.4011
2022-12-04,1107963,4007959,59.9925
2022-12-04,1469433,4010500,39.9179
2022-12-04,1471263,4010295,41.2624
2022-12-04,331473,4007571,32.3
2022-12-04,1409553,4009146,79.1791
2022-12-04,1470933,4009272,6.654
2022-12-04,1470453,4007612,17.9583
2022-12-04,1469103,4006946,37.9167
2022-12-04,1470813,4008851,35.9751
2023-08-17,33993,4690255,85.1846
2023-08-17,1645653,4689754,18.9479
2023-08-17,1547883,4689610,73.32
2023-08-17,1645953,4689101,85.8359
2023-08-17,1390533,4690235,44.381
2023-08-17,474633,4690570,115.09
2022-12-05,366003,4011808,115.4126
2022-12-05,1380573,4013326,42.4292
2022-12-05,1471713,4011952,20.175
2022-12-05,1384563,4011836,68.0625
2022-12-05,1471743,4012023,60.648
2023-08-18,1423773,4691349,150.4463
2023-08-18,415473,4691795,107.8204
2023-08-18,1162143,4691630,74.6696
2023-08-18,1646493,4691084,69.0149
2022-12-06,1473093,4016205,92.9167
2022-12-06,1010553,4014420,62.3352
2022-12-06,1194483,4016506,170.7121
2022-12-06,1472523,4014390,72.4923
2022-12-06,1423773,4016499,62.4375
2022-12-06,262083,4016946,83.7278
2022-12-06,481893,4016511,86.5527
2023-08-19,1261383,4692921,96.0688
2022-12-07,1100373,4019008,77.6688
2022-12-07,1473153,4020411,23.2949
2022-12-07,1387443,4018343,105.5512
2022-12-07,63723,4020568,122.8697
2022-12-07,1468563,4019589,3.6598
2022-12-07,1473483,4017448,73.1721
2022-12-07,171213,4019026,79.2667
2023-08-20,1534623,4696189,75.9504
2023-08-20,1648083,4696980,23.128
2023-08-20,1647693,4695449,9.6161
2023-08-20,1644393,4695216,11.9224
2023-08-20,1648203,4697493,15.25
2022-12-08,1228443,4022569,78.8339
2022-12-08,1474983,4022626,55.575
2022-12-08,1474443,4022339,36.8414
2022-12-08,1430133,4021719,18.0009
2022-12-08,1474593,4021385,85.5411
2022-12-08,1173993,4022747,71.6751
2022-12-08,1474503,4021061,20.6825
2022-12-08,1077423,4021493,198.4296
2022-12-08,1077273,4022907,83.3219
2022-12-08,1468713,4020664,40.7079
2022-12-08,1387683,4020853,28.6477
2022-12-08,1474893,4022334,84.3749
2023-08-21,223263,4698300,92.7082
2023-08-21,1077813,4699880,98.6315
2023-08-21,1648683,4699361,197.8895
2022-12-09,1475313,4023677,12.0207
2022-12-09,1465233,4024430,126.3172
2022-12-09,1415343,4025279,44.078
2022-12-09,1475463,4024196,141.3025
2022-12-09,1475553,4024494,48.477
2022-12-09,1452273,4023277,29.0259
2022-12-09,1341843,4024374,130.3084
2022-12-09,331473,4024198,56.0054
2022-12-09,1223673,4025543,72.3163
2022-12-09,1475793,4025196,29.925
2022-12-09,1381413,4025102,66.8181
2023-08-22,1442343,4701878,38.6432
2023-08-22,1649283,4701920,38.8649
2022-12-10,1476003,4025909,15.1277
2022-12-10,1476873,4028939,27.7004
2022-12-10,228423,4028317,73.6312
2022-12-10,1196013,4026811,206.8749
2022-12-10,1475943,4025730,62.1948
2022-12-10,1476093,4026203,132.6
2022-12-10,1455903,4025983,53.5405
2023-08-23,1046973,4703155,90.6004
2023-08-23,1649883,4704267,130.5506
2023-08-23,1649583,4703018,108.1303
2023-08-23,1478463,4702751,128.1686
2023-08-23,1262733,4702486,172.7696
2023-08-23,1626933,4704319,43.3249
2022-12-11,273093,4030975,47.4269
2022-12-11,1477293,4030602,180.1413
2022-12-11,1380573,4032266,35.2528
2022-12-11,1477113,4029804,135.8293
2022-12-11,473733,4030154,43.6017
2022-12-11,1316463,4029873,60.4117
2023-08-24,1650423,4706089,49.394
2023-08-24,1433553,4705228,313.1614
2023-08-24,1409553,4705800,73.3752
2023-08-24,1428633,4706711,123.124
2023-08-24,1650513,4706389,68.6789
2022-12-12,1478673,4035694,70.6282
2022-12-12,1478643,4035510,56.2417
2022-12-12,231843,4033941,58.6119
2022-12-12,1156593,4035703,41.9072
2022-12-12,1399533,4036394,38.9478
2022-12-12,217743,4035852,91.7562
2022-12-12,1478823,4036085,73.1158
2022-12-12,251463,4034866,82.388
2022-12-12,1478463,4035032,42.3512
2023-08-25,1304853,4707279,67.1517
2023-08-25,1304793,4707041,26.3334
2023-08-25,1465233,4708468,114.9534
2023-08-25,126813,4707561,44.6137
2023-08-25,1321323,4708079,32.6666
2023-08-25,1128333,4707060,11.4124
2022-12-13,1479873,4039658,17.4583
2022-12-13,1416303,4040207,39.5811
2022-12-13,278733,4040226,114.9886
2022-12-13,1261023,4038942,46.7336
2022-12-13,1479513,4038439,84.5131
2022-12-13,1455873,4039501,71.8034
2022-12-13,1407333,4038619,28.4982
2022-12-13,257913,4037617,101.7464
2022-12-13,363183,4038733,39.7919
2022-12-13,1479183,4037370,56
2022-12-13,1479543,4038541,19.3334
2022-12-13,1480083,4040331,35.825
2023-08-26,1341843,4710768,88.9565
2023-08-26,1651563,4711071,12.1887
2023-08-26,1532013,4709634,23.0128
2023-08-26,1543983,4708898,63.5375
2023-08-26,1651653,4710517,112.4401
2023-08-26,1651263,4708865,41.8413
2023-08-26,1538703,4709398,4.1879
2023-08-26,1410633,4708943,97.0736
2023-08-26,1165353,4710364,95.1606
2022-12-14,1416123,4041106,106.0856
2022-12-14,1089273,4040926,52.1
2022-12-14,1328943,4042431,49.7556
2022-12-14,1480473,4041967,31.4925
2022-12-14,1480353,4041550,68.5612
2022-12-14,1387113,4041382,164.1428
2023-08-27,1077423,4712542,119.0039
2023-08-27,1236333,4713823,102.9797
2023-08-27,1291233,4712933,120.0454
2023-08-27,1040313,4712007,103.6442
2023-08-27,1652043,4711975,50.9309
2023-08-27,273093,4713264,96.2704
2023-08-27,1575603,4712349,306.5299
2023-08-27,1652463,4713658,4.9331
2022-12-15,1481313,4045268,66.6
2022-12-15,1387113,4044266,73.1244
2022-12-15,884283,4046727,43.4171
2022-12-15,1410633,4044672,73.5037
2022-12-15,1481583,4046046,67.6144
2022-12-15,392763,4046396,130.4408
2022-12-15,1304433,4045701,100.4021
2022-12-15,1479333,4046499,16.5833
2022-12-15,1262733,4044714,140.3748
2023-08-28,1651503,4716428,77.3119
2023-08-28,1652943,4715654,33.8264
2023-08-28,1527813,4716784,64.5844
2023-08-28,1652793,4715050,22.8928
2022-12-16,1153263,4048925,80.206
2022-12-16,1436763,4047544,109.9907
2022-12-16,1482513,4049150,64.4679
2022-12-16,1344573,4047747,74.4776
2023-08-29,1653543,4717887,19.9184
2023-08-29,1296213,4718051,66.1386
2023-08-29,1489683,4717491,89.8366
2023-08-29,423153,4718032,200.9459
2023-08-29,1650663,4718255,36.8167
2023-08-29,1648203,4717945,1.7747
2022-12-17,430593,4049980,17.8334
2022-12-17,1432323,4052892,34.4492
2022-12-17,1108803,4050451,20.75
2023-08-30,1654503,4721522,43.4251
2023-08-30,1653453,4720313,65.6715
2023-08-30,223263,4721420,62.1088
2023-08-30,1177893,4719901,61.2939
2023-08-30,415293,4720515,62.6251
2023-08-30,1323693,4721442,116.8635
2022-12-18,1039983,4055761,106.6177
2022-12-18,1433553,4054891,78.0144
2022-12-18,1319373,4056365,86.6658
2022-12-18,1427553,4055694,62.26
2022-12-18,1223523,4054052,98.8088
2022-12-18,1405383,4054576,43.05
2022-12-18,1366413,4053912,18.9779
2022-12-18,1144893,4056113,58.7422
2022-12-18,1483833,4053752,109.2848
2023-08-31,20583,4723625,34.7653
2023-08-31,1035903,4723065,21.1686
2023-08-31,338793,4723643,94.1856
2023-08-31,1644393,4723271,41.7446
2023-08-31,1223523,4723157,103.7813
2023-08-31,1655163,4723918,35.6034
2022-12-19,1256073,4057974,26.4738
2022-12-19,1485003,4058566,19.4334
2022-12-19,1423773,4058295,81.928
2022-12-19,935073,4057543,70.125
2022-12-19,1484733,4057291,122.8125
2023-09-01,1655673,4725562,98.9787
2023-09-01,1215273,4725220,48.3071
2023-09-01,1655643,4725481,19.6368
2023-09-01,1543983,4726107,61.3664
2023-09-01,1214823,4725005,67.6469
2023-09-01,1348683,4724957,61.4242
2023-09-01,1595253,4725124,48.7123
2022-12-20,1485573,4060952,142.2879
2022-12-20,1209573,4061276,31.7789
2022-12-20,142743,4059911,41.3837
2022-12-20,1485753,4061716,4.6445
2023-09-02,1656093,4727108,113.3333
2023-09-02,1220583,4729129,77.7634
2023-09-02,1656453,4728496,58.9145
2023-09-02,1437663,4727962,61.4122
2023-09-02,1656633,4729225,21.1792
2023-09-02,1418703,4726712,96.6568
2023-09-02,1323963,4726838,44.787
2023-09-02,1656423,4728397,25.6392
2023-09-02,1656153,4727331,24.4408
2023-09-02,1210233,4728992,23.5185
2023-09-02,1061973,4729369,137.311
2023-09-02,1267803,4727564,45.4534
2023-09-02,1434813,4727418,321.0504
2022-12-21,1485873,4062214,12.3128
2022-12-21,1485663,4063214,98.2796
2022-12-21,1272693,4062459,138.9498
2022-12-21,1486083,4063180,43.542
2022-12-21,1474983,4063593,29.925
2022-12-21,1125063,4063240,61.5
2022-12-21,1486293,4063975,6.1125
2023-09-03,1324833,4730318,29.186
2023-09-03,1649883,4729699,141.8787
2023-09-03,473733,4731956,24.9752
2023-09-03,1657263,4731963,61.6653
2023-09-03,25173,4731573,73.0733
2023-09-03,1626093,4729735,65.4519
2023-09-03,384483,4732449,92.2351
2023-09-03,1427553,4731822,44.6651
2023-09-03,1389153,4731373,40.581
2023-09-03,1451553,4731040,48.6941
2023-09-03,1605693,4730121,44.918
2023-09-03,1580073,4730382,37.1085
2023-09-03,1278843,4731800,54.019
2023-09-03,1588233,4731143,237.028
2023-09-03,1321473,4732069,6.256
2023-09-03,1334643,4731844,89.1213
2022-12-22,1486653,4065287,43.9875
2022-12-22,1262643,4065020,13.616
2022-12-22,1212753,4064817,30.4
2022-12-22,1486473,4064707,67.4925
2023-09-04,1513473,4733975,112.4339
2023-09-04,1216383,4734452,89.3058
2023-09-04,1657653,4733363,22.4999
2023-09-04,1513473,4733836,12.4167
2023-09-04,426423,4734114,109.9137
2023-09-04,1652463,4733439,27.2279
2023-09-04,1657563,4733041,12.5701
2023-09-04,1265883,4734339,60.042
2023-09-04,1373283,4733055,66.5739
2023-09-04,1253943,4733822,62.2542
2023-09-04,477483,4735476,74.266
2022-12-23,1486743,4065561,107.5
2022-12-23,1487043,4066624,76.1974
2022-12-23,1487013,4066506,78.7133
2022-12-23,1346493,4066066,60.5002
2023-09-05,1573383,4735934,39.8692
2023-09-05,14343,4737005,8.3442
2023-09-05,1194483,4735912,91.1275
2023-09-05,1392573,4737856,98.2726
2023-09-05,1658883,4737954,62.3634
2023-09-05,1435293,4738071,128.1374
2023-09-05,1397703,4736608,58.3814
2023-09-05,1628463,4737778,32.0504
2023-09-05,1620033,4738269,119.6667
2022-12-24,1348683,4066756,122.5
2022-12-24,367683,4067174,40.4811
2023-09-06,1567323,4740709,167.0881
2023-09-06,234783,4740291,126.5851
2023-09-06,1535193,4739046,58.7414
2023-09-06,1605423,4738963,83.2954
2023-09-06,1351803,4740608,80.4663
2023-09-06,1528503,4739770,121.9033
2023-09-06,1527513,4740243,62.4216
2023-09-06,1351803,4740450,12.4167
2022-12-25,1487403,4067869,27.375
2022-12-25,1334643,4067766,86.8436
2022-12-25,1487553,4068390,60.9213
2022-12-25,848373,4068246,71.25
2023-09-07,1653453,4742447,64.6843
2023-09-07,1519623,4743022,64.735
2023-09-07,1407333,4742994,150.4275
2023-09-07,1482513,4742938,98.7001
2023-09-07,1332093,4742743,39.6838
2022-12-26,1398153,4069068,27.2108
2022-12-26,1488063,4070503,57.6733
2022-12-26,1315143,4070255,87.2735
2022-12-26,1432653,4069589,20.8333
2022-12-26,1184643,4070732,317.4558
2023-09-08,1478823,4743798,71.2666
2023-09-08,1478823,4743784,71.2666
2023-09-08,1194483,4743844,185.6752
2023-09-08,1594203,4744405,150.3715
2023-09-08,1546173,4744314,52.163
2023-09-08,1336623,4743990,49.5017
2023-09-08,1194483,4743792,12.4167
2023-09-08,1344573,4745301,63.9567
2023-09-08,1660503,4744009,65.3584
2023-09-08,1056543,4744870,43.0921
2022-12-27,1488693,4072931,19.3608
2022-12-27,1314993,4071616,68.86
2022-12-27,1214823,4072620,83.9785
2022-12-27,862653,4072840,99.161
2022-12-27,1369833,4071325,50.0834
2022-12-27,1435473,4073202,96.8601
2022-12-27,1438953,4071507,39.0833
2023-09-09,1416123,4747506,51.3883
2023-09-09,430593,4745920,138.6925
2023-09-09,1661073,4745810,5.2557
2023-09-09,257913,4746994,146.6195
2022-12-28,1489173,4074817,64.8347
2022-12-28,1419603,4073919,76.1029
2022-12-28,1188213,4075513,10.125
2022-12-28,1488723,4074756,17.1292
2022-12-28,1299153,4073726,51.1809
2022-12-28,1489323,4075376,30.4938
2023-09-10,414843,4750831,65.106
2023-09-10,1634943,4749437,44.4405
2022-12-29,1489713,4076818,93.7292
2022-12-29,234783,4078350,143.9982
2022-12-29,996933,4077412,104.3077
2022-12-29,1489893,4077504,217.8102
2022-12-29,1195233,4078056,16.0245
2022-12-29,1489653,4076619,29.7501
2022-12-29,234783,4078327,154.6956
2022-12-29,1490043,4078022,11.5867
2023-09-11,1662993,4753359,38.8984
2023-09-11,1452153,4752236,65.413
2023-09-11,1520613,4752645,113.2722
2023-09-11,112923,4751462,92.0992
2023-09-11,459393,4752370,33.1583
2022-12-30,1490253,4078870,33.4382
2022-12-30,1204983,4079761,65.6435
2022-12-30,1429053,4080210,66.4251
2022-12-30,91623,4079956,33.9025
